"Country or Area","Year","Value","Value Footnotes","Unit"
"1","Basel Convention: Y1-Y45."
"2","Includes wastes from new mining operations."
"3","It does not include mining industry waste due to the lack of agreed classes of danger. The approach within all years and relevant deadlines is a single approach. Currently a normative document is being developed on putting waste (located at tailing dumps) into the category of technical careers, from which the company will be exempt from the relevant environmental payments."
"4","Data refer to Dhaka city only. Data are from Dhaka City Corporation."
"5","Includes previously stored waste."
"6","Waste from hospitals only."
"7","Data refer to hazardous waste for the two cities: Ouagadougou and Bobo Dioulasso."
"8","Statistical coverage has broadened from industrial and daily living sources to the following five parts: industrial, agricultural, urban living, motor vehicles and centralized pollution treatment facilities."
"9","This information is updated and calculated based on the information provided by the Regional and/or local Environmental Authorities of the country, from Chapter III of the Register of Hazardous Waste Generators, as of October 31, 2013 (closing date for the generation information for the National Report on Generation and Management of Hazardous Waste in Colombia - Year 2012). The percentages of transmission to the closing date are: Year 2007: reports filled out by generators 1,715, reports transmitted by the Environmental Authorities 1,573, transmission of 91.7%; Year 2008: reports filled out by 5,325 generators, reports transmitted by the Environmental Authorities 4,949, transmission of 92.9%; Year 2009: reports filled out by 7,526 generators, reports transmitted by the Environmental Authorities 6,973,  transmission92.7%;  Year 2010: reports filled out by ge …."
"10","It should be clarified that only those establishments categorized as major generators of hazardous waste (generating more than 1,000 kilograms per month) submitted reports for the 2007 accounting period."
"11","The waste can be treated in a different French department than the one that produced the waste."
"12","Partial total."
"13","The clear difference between the data of years 2010 and 2011 is because in 2010, Phosphogypsum was classified as a liquid chemical substance and this classification was modified to be more realistic since this substance is disposed of in its solid state, and the same goes for the 2008 data where the Phosphogypsum was at 1200000 tons and was classified as solid whereas in 2009 Phosphogypsum reached only 0.3 tons while liquid Phosphogypsum reached 2322630 m3."
"14","Only data related to pharmaceutical wastes are available for the year 1998."
"15","The waste can be treated in a different French department than the one that produced the waste."
"16","Data are based on survey, which covered 27280 enterprises."
"17","Data are based on survey, which covered 12514 enterprises."
"18","Data are based on survey, which covered 3000 enterprises."
"19","Data refer to health care centers waste taken from the Environmental Survey for Health Care Centers."
"20","Not including data from the private sector healthcare centers."
"21","Data refer to waste from health care private centres taken from the Medical Environmental Survey."
"22","A new method of data collection was used, and also the response rate was lower, so these are the reasons why data are much lower than in previous years. The data are collected in tonnes."
"23","Reporting requirements have been changed in 2001; includes some waste water."
"24","Quantity managed by storage only is excluded."
"25","From 1997, data exclude waste water (407.653 million t. in 1997)"
"26","Data refer to city of Harare."
